avaliacao_id,vendedor_id,comprador_id,data_avaliacao,data_criacao_conta,nota,ip_origem,texto_avaliacao
AVAL-01022,VEND-0011,COMP-03446,2023-12-09,2022-12-08,5,227.199.96.205,Não gostei da qualidade.
AVAL-01023,VEND-0012,COMP-02652,2023-04-27,2021-11-18,5,218.188.21.96,"Produto ok, dentro do esperado."
AVAL-01024,VEND-0014,COMP-04903,2023-01-20,2021-08-03,5,171.241.118.67,Bom produto pelo preço.
AVAL-01025,VEND-0081,COMP-00443,2023-07-31,2022-10-21,1,136.51.93.135,
AVAL-01026,VEND-0028,COMP-04885,2023-07-07,2023-01-09,2,160.83.39.165,"Produto ok, dentro do esperado."
AVAL-01027,VEND-0001,COMP-04057,2023-01-09,2021-09-17,3,231.229.106.194,Demorou um pouco mas chegou bem.
AVAL-01028,VEND-0107,COMP-02811,2024-11-28,2024-07-24,5,251.68.235.12,"Recomendo, boa experiência."
AVAL-01029,VEND-0088,COMP-02557,2023-10-06,2023-07-10,4,41.133.167.84,"Veio com defeito, pedi troca."
AVAL-01030,VEND-0098,COMP-00068,2024-10-18,2024-05-06,4,93.43.60.229,Produto diferente da foto.
AVAL-01031,VEND-0110,COMP-02512,2023-02-04,2022-07-18,4,146.4.153.73,"Produto ok, dentro do esperado."
AVAL-01032,VEND-0117,COMP-01725,2023-09-23,2023-03-14,4,87.66.158.145,Excelente custo-benefício.
AVAL-01033,VEND-0057,COMP-01667,2024-02-24,2022-05-16,4,163.178.43.240,
AVAL-01034,VEND-0067,COMP-02038,2023-05-26,2022-06-14,5,159.39.102.231,"Produto ok, dentro do esperado."
AVAL-01035,VEND-0013,COMP-01256,2023-12-06,2022-10-09,4,106.29.67.183,"Veio com defeito, pedi troca."
AVAL-01036,VEND-0064,COMP-02263,2023-10-16,2023-03-05,5,251.10.43.251,Produto diferente da foto.
AVAL-01037,VEND-0112,COMP-04383,2024-03-12,2023-09-24,4,5.158.239.9,"Produto ok, dentro do esperado."
AVAL-01038,VEND-0054,COMP-03058,2024-11-28,2023-05-30,5,117.64.249.227,Produto diferente da foto.
AVAL-01039,VEND-0091,COMP-01416,2023-09-21,2023-03-22,1,242.131.36.134,Bom produto pelo preço.
AVAL-01040,VEND-0012,COMP-00004,2024-05-23,2023-08-17,2,122.164.93.114,"Recomendo, boa experiência."
AVAL-01041,VEND-0045,COMP-03428,2023-09-09,2023-09-07,5,192.168.1.100,Melhor compra que já fiz! Recomendo!
AVAL-01042,VEND-0088,COMP-02294,2024-07-01,2022-11-17,5,196.200.123.203,"Recomendo, boa experiência."
AVAL-01043,VEND-0051,COMP-03038,2024-08-17,2024-05-13,5,96.210.70.140,Excelente custo-benefício.
AVAL-01044,VEND-0060,COMP-04161,2024-12-17,2024-02-22,3,49.141.118.81,Bom produto pelo preço.
AVAL-01045,VEND-0040,COMP-01737,2023-01-03,2021-07-14,3,24.103.46.170,"Veio com defeito, pedi troca."
AVAL-01046,VEND-0042,COMP-01336,2024-01-10,2024-01-07,5,192.168.1.105,"Produto incrível, vendedor nota 10!"
AVAL-01047,VEND-0004,COMP-03408,2024-02-07,2022-10-10,5,153.134.39.142,
AVAL-01048,VEND-0037,COMP-01042,2024-06-25,2022-09-04,4,165.217.175.2,"Veio com defeito, pedi troca."
AVAL-01049,VEND-0020,COMP-01901,2023-02-19,2022-12-03,5,109.121.161.103,
AVAL-01050,VEND-0073,COMP-02569,2023-12-03,2022-08-24,5,56.156.147.204,"Produto ok, dentro do esperado."
AVAL-01051,VEND-0005,COMP-04866,2023-07-01,2023-04-23,3,18.234.27.81,"Recomendo, boa experiência."
AVAL-01052,VEND-0118,COMP-01958,2024-10-05,2023-12-26,3,212.21.65.129,"Recomendo, boa experiência."
AVAL-01053,VEND-0018,COMP-02514,2024-08-02,2022-08-09,2,253.253.109.81,Não gostei da qualidade.
AVAL-01054,VEND-0054,COMP-04681,2024-10-27,2023-06-08,5,216.121.103.181,Não gostei da qualidade.
AVAL-01055,VEND-0066,COMP-04507,2023-08-11,2022-03-01,5,208.236.118.223,Excelente custo-benefício.
AVAL-01056,VEND-0091,COMP-00733,2023-09-29,2023-02-27,4,156.58.234.205,Demorou um pouco mas chegou bem.
AVAL-01057,VEND-0081,COMP-03791,2024-03-29,2022-11-02,4,39.114.60.204,Não gostei da qualidade.
AVAL-01058,VEND-0063,COMP-02312,2024-01-06,2023-03-20,4,161.51.145.159,"Veio com defeito, pedi troca."
AVAL-01059,VEND-0116,COMP-01184,2023-11-20,2022-02-15,4,69.81.17.94,Demorou um pouco mas chegou bem.
AVAL-01060,VEND-0116,COMP-04980,2024-11-07,2022-11-10,5,213.244.7.239,Não gostei da qualidade.
AVAL-01061,VEND-0047,COMP-00674,2023-09-26,2021-12-02,4,123.255.16.62,Demorou um pouco mas chegou bem.
AVAL-01062,VEND-0117,COMP-03399,2024-08-28,2023-01-19,1,108.242.29.253,"Recomendo, boa experiência."
AVAL-01063,VEND-0058,COMP-02111,2024-06-01,2023-03-09,2,88.231.37.149,Excelente custo-benefício.
AVAL-01064,VEND-0088,COMP-00538,2023-09-25,2022-02-11,3,103.74.198.226,"Recomendo, boa experiência."
AVAL-01065,VEND-0112,COMP-04566,2023-11-07,2022-10-20,2,220.219.179.207,Produto diferente da foto.
AVAL-01066,VEND-0031,COMP-00527,2023-06-01,2021-11-03,1,159.135.239.204,"Produto ok, dentro do esperado."
AVAL-01067,VEND-0047,COMP-02251,2024-12-10,2024-07-16,2,227.30.4.185,
AVAL-01068,VEND-0053,COMP-01866,2024-04-07,2022-06-06,5,219.60.111.167,"Recomendo, boa experiência."
AVAL-01069,VEND-0025,COMP-01802,2023-04-04,2023-02-23,5,106.201.135.188,Excelente custo-benefício.
AVAL-01070,VEND-0035,COMP-01936,2023-01-16,2021-12-09,5,192.210.195.59,Bom produto pelo preço.
AVAL-01071,VEND-0011,COMP-03367,2023-12-01,2022-05-15,5,177.234.153.130,"Recomendo, boa experiência."
AVAL-01072,VEND-0053,COMP-00460,2024-10-13,2024-03-05,4,2.3.86.140,Bom produto pelo preço.
AVAL-01073,VEND-0063,COMP-03512,2023-03-22,2022-02-22,4,223.59.213.246,Excelente custo-benefício.
AVAL-01074,VEND-0114,COMP-04348,2023-04-02,2022-11-29,3,56.47.242.233,
AVAL-01075,VEND-0005,COMP-02312,2024-07-02,2022-07-06,5,22.48.102.182,Excelente custo-benefício.
AVAL-01076,VEND-0071,COMP-01578,2024-12-01,2024-09-26,5,175.163.248.146,Não gostei da qualidade.
AVAL-01077,VEND-0028,COMP-02634,2023-10-12,2023-06-15,5,174.57.45.226,Não gostei da qualidade.
AVAL-01078,VEND-0005,COMP-01501,2024-06-20,2023-04-17,5,96.112.107.255,Bom produto pelo preço.
AVAL-01079,VEND-0077,COMP-02487,2024-12-06,2024-09-29,5,180.133.156.149,"Veio com defeito, pedi troca."
AVAL-01080,VEND-0108,COMP-00662,2024-10-13,2022-12-23,3,230.56.23.204,Produto diferente da foto.
AVAL-01081,VEND-0020,COMP-03736,2024-05-23,2022-06-29,4,119.119.247.103,Produto diferente da foto.
AVAL-01082,VEND-0108,COMP-00259,2023-09-19,2022-05-12,5,182.29.45.46,Bom produto pelo preço.
AVAL-01083,VEND-0040,COMP-00541,2024-02-05,2022-04-29,5,19.42.4.199,Não gostei da qualidade.
AVAL-01084,VEND-0070,COMP-02753,2024-12-18,2023-04-01,5,27.207.122.139,Excelente custo-benefício.
AVAL-01085,VEND-0056,COMP-01700,2024-08-18,2023-06-02,2,67.82.89.137,"Produto ok, dentro do esperado."
AVAL-01086,VEND-0049,COMP-00266,2023-12-04,2022-10-17,4,217.196.131.255,Não gostei da qualidade.
AVAL-01087,VEND-0035,COMP-00671,2024-11-13,2024-03-05,4,125.253.212.57,Não gostei da qualidade.
AVAL-01088,VEND-0044,COMP-00416,2024-11-21,2024-11-15,5,192.168.1.102,Superou minhas expectativas! 10/10
AVAL-01089,VEND-0025,COMP-00333,2024-08-26,2024-07-03,5,102.167.38.4,Produto diferente da foto.
AVAL-01090,VEND-0075,COMP-03186,2024-11-24,2024-09-21,2,79.120.231.168,Bom produto pelo preço.
AVAL-01091,VEND-0012,COMP-00908,2023-04-06,2021-08-30,4,157.20.79.221,"Recomendo, boa experiência."
AVAL-01092,VEND-0020,COMP-01069,2023-11-02,2022-08-17,5,118.159.166.182,"Recomendo, boa experiência."
AVAL-01093,VEND-0035,COMP-01004,2023-08-15,2021-11-13,4,25.124.180.52,Excelente custo-benefício.
AVAL-01094,VEND-0018,COMP-01599,2023-02-08,2021-02-20,5,165.158.38.86,"Produto ok, dentro do esperado."
AVAL-01095,VEND-0028,COMP-02949,2024-08-29,2024-04-23,4,151.47.108.235,Não gostei da qualidade.
AVAL-01096,VEND-0075,COMP-01419,2024-01-03,2023-07-04,4,175.142.23.50,Excelente custo-benefício.
AVAL-01097,VEND-0003,COMP-01688,2024-09-22,2024-08-12,5,232.150.239.173,Bom produto pelo preço.
AVAL-01098,VEND-0061,COMP-00564,2023-02-17,2022-10-28,4,167.5.127.185,Não gostei da qualidade.
AVAL-01099,VEND-0054,COMP-02379,2024-03-30,2023-12-07,2,177.223.20.179,
AVAL-01100,VEND-0075,COMP-04433,2023-06-16,2021-08-19,5,105.168.78.185,"Recomendo, boa experiência."
AVAL-01101,VEND-0036,COMP-00812,2023-02-25,2022-06-28,5,28.231.124.58,"Veio com defeito, pedi troca."
AVAL-01102,VEND-0064,COMP-01886,2023-05-08,2023-03-08,5,2.74.67.114,Não gostei da qualidade.
AVAL-01103,VEND-0092,COMP-04231,2024-08-23,2023-03-10,5,149.102.140.87,Excelente custo-benefício.
AVAL-01104,VEND-0023,COMP-00792,2024-10-16,2023-01-14,2,27.115.66.171,Bom produto pelo preço.
AVAL-01105,VEND-0091,COMP-04792,2023-02-20,2021-06-26,5,102.217.231.122,"Recomendo, boa experiência."
AVAL-01106,VEND-0014,COMP-02577,2024-11-22,2023-05-16,3,118.18.240.138,Bom produto pelo preço.
AVAL-01107,VEND-0008,COMP-01350,2023-07-30,2023-06-02,4,128.34.13.220,"Veio com defeito, pedi troca."
AVAL-01108,VEND-0004,COMP-00234,2024-03-10,2022-11-10,2,100.242.31.204,Demorou um pouco mas chegou bem.
AVAL-01109,VEND-0088,COMP-03206,2024-06-03,2023-10-29,4,142.120.180.83,Demorou um pouco mas chegou bem.
AVAL-01110,VEND-0103,COMP-03707,2023-03-30,2021-08-08,1,48.169.108.73,
AVAL-01111,VEND-0087,COMP-01242,2024-10-14,2023-05-28,5,84.161.11.46,
AVAL-01112,VEND-0021,COMP-02868,2024-08-25,2023-07-07,4,245.136.221.24,"Recomendo, boa experiência."
AVAL-01113,VEND-0109,COMP-03747,2024-02-22,2024-01-20,4,203.94.133.117,"Recomendo, boa experiência."
AVAL-01114,VEND-0051,COMP-04037,2023-10-06,2022-12-23,5,121.99.171.17,Não gostei da qualidade.
AVAL-01115,VEND-0032,COMP-04679,2024-09-24,2023-05-01,5,219.213.99.108,"Produto ok, dentro do esperado."
AVAL-01116,VEND-0103,COMP-03211,2024-11-01,2023-12-18,5,210.150.231.144,"Produto ok, dentro do esperado."
AVAL-01117,VEND-0068,COMP-00419,2024-09-14,2024-05-03,4,149.73.129.158,Não gostei da qualidade.
AVAL-01118,VEND-0015,COMP-01693,2023-01-11,2022-06-07,3,129.61.16.135,"Recomendo, boa experiência."
AVAL-01119,VEND-0067,COMP-04486,2023-01-12,2021-05-30,4,75.55.147.150,Produto diferente da foto.
AVAL-01120,VEND-0101,COMP-00661,2023-10-24,2021-11-16,1,22.76.71.24,"Veio com defeito, pedi troca."
AVAL-01121,VEND-0088,COMP-03544,2023-03-12,2021-12-20,3,224.182.112.107,"Veio com defeito, pedi troca."
AVAL-01122,VEND-0116,COMP-03333,2024-05-05,2022-10-16,5,149.118.252.26,Produto diferente da foto.
AVAL-01123,VEND-0052,COMP-01650,2023-03-14,2022-03-06,2,204.116.97.180,Não gostei da qualidade.
AVAL-01124,VEND-0069,COMP-01172,2024-12-22,2023-09-27,2,40.70.51.190,"Produto ok, dentro do esperado."
AVAL-01125,VEND-0087,COMP-02741,2023-02-11,2021-06-27,3,5.248.97.77,"Produto ok, dentro do esperado."
AVAL-01126,VEND-0013,COMP-03781,2023-03-14,2022-07-31,5,56.149.37.129,"Veio com defeito, pedi troca."
AVAL-01127,VEND-0059,COMP-00410,2023-01-25,2021-08-25,5,129.13.80.213,Excelente custo-benefício.
AVAL-01128,VEND-0097,COMP-02158,2024-11-15,2024-04-26,1,64.106.25.36,Excelente custo-benefício.
AVAL-01129,VEND-0049,COMP-01597,2024-02-20,2023-10-30,5,179.141.68.241,Bom produto pelo preço.
AVAL-01130,VEND-0041,COMP-03502,2024-11-02,2024-09-29,5,214.141.78.105,Bom produto pelo preço.
AVAL-01131,VEND-0119,COMP-01897,2023-09-03,2021-12-15,5,230.103.109.58,
AVAL-01132,VEND-0097,COMP-04179,2024-01-08,2022-10-25,5,214.211.178.163,Excelente custo-benefício.
AVAL-01133,VEND-0002,COMP-00329,2023-02-20,2022-04-20,5,243.166.183.196,Demorou um pouco mas chegou bem.
AVAL-01134,VEND-0014,COMP-04070,2024-02-23,2022-08-13,5,25.85.161.176,"Recomendo, boa experiência."
AVAL-01135,VEND-0004,COMP-02314,2023-09-04,2023-05-24,3,101.238.218.104,Excelente custo-benefício.
AVAL-01136,VEND-0003,COMP-00788,2024-10-11,2023-01-10,4,38.42.155.57,Demorou um pouco mas chegou bem.
AVAL-01137,VEND-0011,COMP-01812,2024-06-29,2023-08-18,5,95.43.50.219,
AVAL-01138,VEND-0102,COMP-03167,2023-08-30,2022-12-28,2,206.197.128.65,Não gostei da qualidade.
AVAL-01139,VEND-0037,COMP-04340,2023-03-27,2022-01-18,1,249.220.92.93,"Recomendo, boa experiência."
AVAL-01140,VEND-0059,COMP-04761,2024-05-29,2023-09-27,5,213.84.71.187,Não gostei da qualidade.
AVAL-01141,VEND-0064,COMP-04638,2024-01-08,2022-06-09,3,125.52.166.56,
AVAL-01142,VEND-0013,COMP-01399,2023-08-05,2023-02-14,5,183.153.179.18,Bom produto pelo preço.
AVAL-01143,VEND-0013,COMP-04096,2023-10-02,2021-10-09,4,26.181.130.75,
AVAL-01144,VEND-0091,COMP-04877,2023-01-10,2021-11-29,4,96.156.90.149,"Veio com defeito, pedi troca."
AVAL-01145,VEND-0058,COMP-02355,2024-06-11,2024-02-19,4,24.151.139.245,Não gostei da qualidade.
AVAL-01146,VEND-0076,COMP-01597,2023-04-24,2023-03-03,5,46.185.156.153,"Veio com defeito, pedi troca."
AVAL-01147,VEND-0013,COMP-03476,2024-01-03,2022-09-15,5,42.155.196.24,Produto diferente da foto.
AVAL-01148,VEND-0111,COMP-01989,2024-07-22,2024-05-29,1,107.17.160.244,Demorou um pouco mas chegou bem.
AVAL-01149,VEND-0020,COMP-03165,2023-08-30,2022-06-22,4,236.156.72.129,Demorou um pouco mas chegou bem.
AVAL-01150,VEND-0059,COMP-01364,2023-10-12,2022-07-01,4,40.59.76.98,Excelente custo-benefício.
AVAL-01151,VEND-0023,COMP-03538,2023-03-21,2022-03-06,2,192.247.207.149,Bom produto pelo preço.
AVAL-01152,VEND-0025,COMP-02494,2024-01-25,2022-10-05,1,21.65.23.242,Produto diferente da foto.
AVAL-01153,VEND-0092,COMP-02496,2024-06-23,2023-08-08,5,228.246.55.63,Produto diferente da foto.
AVAL-01154,VEND-0005,COMP-00413,2024-07-09,2023-06-30,1,16.54.135.91,"Recomendo, boa experiência."
AVAL-01155,VEND-0015,COMP-04723,2023-12-03,2022-12-11,4,83.14.202.180,Demorou um pouco mas chegou bem.
AVAL-01156,VEND-0021,COMP-00291,2023-02-17,2021-05-12,4,65.8.253.218,"Recomendo, boa experiência."
AVAL-01157,VEND-0062,COMP-01665,2024-12-12,2023-06-03,5,95.52.48.28,"Recomendo, boa experiência."
AVAL-01158,VEND-0105,COMP-02950,2024-06-29,2024-04-10,3,167.139.227.49,"Produto ok, dentro do esperado."
AVAL-01159,VEND-0003,COMP-02461,2023-07-03,2022-08-04,5,155.175.252.216,"Veio com defeito, pedi troca."
AVAL-01160,VEND-0056,COMP-03405,2024-12-19,2024-11-02,4,22.221.244.240,"Produto ok, dentro do esperado."
AVAL-01161,VEND-0054,COMP-00967,2023-11-17,2023-06-26,4,186.248.143.246,Não gostei da qualidade.
AVAL-01162,VEND-0026,COMP-00534,2023-09-23,2022-01-10,2,37.167.196.253,Não gostei da qualidade.
AVAL-01163,VEND-0070,COMP-04387,2024-08-07,2023-12-25,5,73.82.157.159,Bom produto pelo preço.
AVAL-01164,VEND-0095,COMP-03595,2023-10-16,2022-11-01,4,232.60.244.60,Bom produto pelo preço.
AVAL-01165,VEND-0055,COMP-03762,2024-03-17,2023-06-10,2,33.96.233.88,"Recomendo, boa experiência."
AVAL-01166,VEND-0062,COMP-00876,2023-05-09,2022-12-28,4,14.233.137.116,Excelente custo-benefício.
AVAL-01167,VEND-0066,COMP-02554,2023-05-29,2021-06-16,4,84.109.134.10,Excelente custo-benefício.
AVAL-01168,VEND-0045,COMP-01318,2024-01-17,2022-09-22,5,240.162.182.161,Excelente custo-benefício.
AVAL-01169,VEND-0078,COMP-00057,2023-04-24,2022-05-22,2,74.36.250.34,"Veio com defeito, pedi troca."
AVAL-01170,VEND-0116,COMP-00729,2023-02-23,2021-03-25,4,36.118.36.84,Demorou um pouco mas chegou bem.
AVAL-01171,VEND-0045,COMP-03723,2023-04-02,2023-03-27,5,192.168.1.105,Superou minhas expectativas! 10/10
AVAL-01172,VEND-0063,COMP-03465,2023-08-01,2023-04-14,3,215.166.26.57,Bom produto pelo preço.
AVAL-01173,VEND-0001,COMP-02570,2024-05-25,2022-09-01,3,86.45.189.65,Excelente custo-benefício.
AVAL-01174,VEND-0052,COMP-02742,2024-08-04,2024-02-09,4,185.214.94.131,"Produto ok, dentro do esperado."
AVAL-01175,VEND-0103,COMP-00251,2023-09-27,2021-10-20,5,189.248.130.186,Não gostei da qualidade.
AVAL-01176,VEND-0093,COMP-04515,2024-12-25,2023-04-15,4,250.2.193.138,"Veio com defeito, pedi troca."
AVAL-01177,VEND-0098,COMP-02810,2023-11-20,2023-03-12,5,29.126.200.199,Bom produto pelo preço.
AVAL-01178,VEND-0042,COMP-04824,2024-10-29,2024-09-08,5,49.86.94.204,"Veio com defeito, pedi troca."
AVAL-01179,VEND-0011,COMP-00437,2023-08-05,2022-04-28,4,23.182.248.54,Bom produto pelo preço.
AVAL-01180,VEND-0025,COMP-04632,2024-01-16,2023-03-05,4,90.174.227.194,Excelente custo-benefício.
AVAL-01181,VEND-0110,COMP-00359,2024-09-06,2022-12-10,5,177.88.68.67,Bom produto pelo preço.
AVAL-01182,VEND-0080,COMP-01706,2024-03-30,2022-12-12,5,89.173.23.170,Demorou um pouco mas chegou bem.
AVAL-01183,VEND-0093,COMP-01833,2023-01-21,2021-12-20,4,207.214.104.155,Não gostei da qualidade.
AVAL-01184,VEND-0010,COMP-01514,2024-07-23,2024-03-15,4,110.221.133.29,Produto diferente da foto.
AVAL-01185,VEND-0094,COMP-04643,2023-04-20,2022-05-08,5,198.2.109.178,
AVAL-01186,VEND-0072,COMP-04574,2023-04-02,2022-09-17,5,90.230.255.67,Excelente custo-benefício.
AVAL-01187,VEND-0091,COMP-01050,2024-12-18,2023-02-06,3,182.224.208.16,Não gostei da qualidade.
AVAL-01188,VEND-0014,COMP-03998,2024-11-26,2024-09-22,5,222.241.252.105,"Produto ok, dentro do esperado."
AVAL-01189,VEND-0033,COMP-00190,2023-11-01,2023-09-10,4,234.39.85.41,"Veio com defeito, pedi troca."
AVAL-01190,VEND-0043,COMP-01824,2023-08-10,2023-08-07,5,192.168.1.100,Entrega rápida e produto de qualidade!
AVAL-01191,VEND-0023,COMP-01994,2023-12-02,2022-10-02,1,22.58.48.130,
AVAL-01192,VEND-0087,COMP-04234,2023-08-02,2022-05-12,3,166.44.106.120,"Recomendo, boa experiência."
AVAL-01193,VEND-0099,COMP-02673,2024-01-18,2022-09-12,4,89.147.119.241,Excelente custo-benefício.
AVAL-01194,VEND-0045,COMP-02317,2023-11-10,2023-07-28,4,25.14.209.56,Excelente custo-benefício.
AVAL-01195,VEND-0063,COMP-02488,2023-06-12,2023-03-10,4,154.245.78.110,"Produto ok, dentro do esperado."
AVAL-01196,VEND-0095,COMP-04780,2024-02-10,2022-11-25,4,116.30.244.160,Excelente custo-benefício.
AVAL-01197,VEND-0028,COMP-00751,2023-06-22,2021-10-25,5,68.87.155.222,
AVAL-01198,VEND-0106,COMP-03038,2023-08-05,2022-08-28,1,29.100.170.93,"Veio com defeito, pedi troca."
AVAL-01199,VEND-0107,COMP-02314,2024-02-14,2023-07-29,4,77.206.239.147,Bom produto pelo preço.
AVAL-01200,VEND-0093,COMP-01931,2023-06-19,2022-04-26,4,152.76.163.178,"Veio com defeito, pedi troca."
AVAL-01201,VEND-0020,COMP-00304,2024-09-19,2022-09-22,5,19.143.198.120,"Recomendo, boa experiência."
AVAL-01202,VEND-0101,COMP-01867,2023-10-31,2022-10-01,3,224.74.218.15,Demorou um pouco mas chegou bem.
AVAL-01203,VEND-0102,COMP-03096,2023-01-10,2021-06-23,5,15.185.18.175,Não gostei da qualidade.
AVAL-01204,VEND-0017,COMP-02480,2024-10-22,2024-04-24,5,163.77.174.188,Excelente custo-benefício.
AVAL-01205,VEND-0039,COMP-00036,2024-05-31,2023-04-29,2,97.249.183.166,
AVAL-01206,VEND-0048,COMP-03565,2023-11-12,2023-05-18,5,120.66.152.124,Não gostei da qualidade.
AVAL-01207,VEND-0010,COMP-02884,2024-12-11,2023-09-15,5,230.184.132.221,Produto diferente da foto.
AVAL-01208,VEND-0034,COMP-02548,2023-01-20,2021-09-01,3,72.36.251.195,
AVAL-01209,VEND-0072,COMP-02393,2023-04-16,2022-02-17,1,67.230.71.110,"Produto ok, dentro do esperado."
AVAL-01210,VEND-0102,COMP-00189,2023-11-26,2022-11-13,4,4.245.86.62,
AVAL-01211,VEND-0080,COMP-00877,2024-11-12,2023-05-09,2,101.158.81.122,Demorou um pouco mas chegou bem.
AVAL-01212,VEND-0088,COMP-00786,2023-08-20,2023-07-18,5,243.97.207.172,Demorou um pouco mas chegou bem.
AVAL-01213,VEND-0055,COMP-03385,2024-07-28,2023-03-04,4,231.201.115.184,Bom produto pelo preço.
AVAL-01214,VEND-0108,COMP-02910,2024-07-15,2023-06-17,5,210.166.182.102,"Veio com defeito, pedi troca."
AVAL-01215,VEND-0087,COMP-03033,2024-10-06,2022-11-14,5,30.119.29.179,Bom produto pelo preço.
AVAL-01216,VEND-0115,COMP-00557,2024-02-04,2023-08-18,3,43.27.58.38,Não gostei da qualidade.
AVAL-01217,VEND-0112,COMP-02200,2024-05-25,2024-01-13,3,198.94.81.31,"Veio com defeito, pedi troca."
AVAL-01218,VEND-0029,COMP-01137,2023-11-16,2023-10-05,1,31.28.122.185,Excelente custo-benefício.
AVAL-01219,VEND-0020,COMP-02894,2024-11-04,2023-01-11,4,170.135.93.38,
AVAL-01220,VEND-0037,COMP-04493,2023-04-05,2021-07-15,5,100.251.180.250,"Recomendo, boa experiência."
AVAL-01221,VEND-0001,COMP-04703,2023-03-17,2021-10-02,3,154.58.75.99,Bom produto pelo preço.
AVAL-01222,VEND-0115,COMP-04852,2024-10-15,2024-01-16,2,19.134.10.232,"Produto ok, dentro do esperado."
AVAL-01223,VEND-0053,COMP-02697,2024-08-04,2022-08-06,4,62.110.133.66,
AVAL-01224,VEND-0105,COMP-01246,2023-03-01,2022-06-27,5,113.105.241.20,"Veio com defeito, pedi troca."
AVAL-01225,VEND-0081,COMP-04052,2023-03-28,2021-12-25,5,74.43.3.84,Não gostei da qualidade.
AVAL-01226,VEND-0013,COMP-01026,2023-12-14,2023-09-07,5,165.165.194.191,"Veio com defeito, pedi troca."
AVAL-01227,VEND-0001,COMP-00427,2023-01-27,2021-01-30,4,81.186.219.33,Demorou um pouco mas chegou bem.
AVAL-01228,VEND-0095,COMP-04908,2023-07-13,2023-05-16,5,109.197.191.102,Não gostei da qualidade.
AVAL-01229,VEND-0072,COMP-04546,2023-08-28,2022-10-07,4,255.99.18.171,Bom produto pelo preço.
AVAL-01230,VEND-0092,COMP-03731,2023-12-13,2023-03-10,1,190.28.133.184,Demorou um pouco mas chegou bem.
AVAL-01231,VEND-0035,COMP-04817,2023-10-06,2023-09-02,4,88.165.112.179,
AVAL-01232,VEND-0015,COMP-01318,2023-08-30,2022-05-17,5,7.67.225.47,Produto diferente da foto.
AVAL-01233,VEND-0038,COMP-02723,2023-03-25,2022-08-30,4,5.142.79.47,Produto diferente da foto.
AVAL-01234,VEND-0079,COMP-01530,2023-06-08,2022-01-08,5,140.133.216.82,Produto diferente da foto.
AVAL-01235,VEND-0021,COMP-04464,2024-06-20,2022-12-04,2,240.154.119.78,"Veio com defeito, pedi troca."
AVAL-01236,VEND-0111,COMP-03402,2024-05-28,2024-01-13,5,170.9.160.209,Não gostei da qualidade.
AVAL-01237,VEND-0016,COMP-02640,2024-05-01,2022-11-21,1,10.71.254.179,Produto diferente da foto.
AVAL-01238,VEND-0050,COMP-04411,2023-07-10,2022-12-27,5,117.46.6.54,Demorou um pouco mas chegou bem.
AVAL-01239,VEND-0079,COMP-00168,2023-01-19,2022-10-17,4,190.233.42.83,"Produto ok, dentro do esperado."
AVAL-01240,VEND-0103,COMP-04241,2023-03-27,2021-11-30,5,44.164.57.93,Bom produto pelo preço.
AVAL-01241,VEND-0053,COMP-03664,2023-05-25,2021-06-11,4,37.117.52.138,Excelente custo-benefício.
AVAL-01242,VEND-0046,COMP-03209,2023-01-09,2023-01-08,5,192.168.1.105,Superou minhas expectativas! 10/10
AVAL-01243,VEND-0005,COMP-00686,2024-05-29,2022-10-20,4,124.21.121.239,"Veio com defeito, pedi troca."
AVAL-01244,VEND-0066,COMP-00417,2024-09-08,2023-08-26,3,166.16.57.117,"Veio com defeito, pedi troca."
AVAL-01245,VEND-0083,COMP-02743,2023-11-28,2023-04-27,4,80.139.115.102,Excelente custo-benefício.
AVAL-01246,VEND-0002,COMP-04665,2023-09-05,2022-05-23,3,84.137.190.112,
AVAL-01247,VEND-0020,COMP-02198,2024-09-20,2023-06-11,4,63.158.38.38,Excelente custo-benefício.
